FiscalYear,Actual_ReEstimated_Budget,AEA,Dist,DE_District,District Name,Column Name,Fund,Source,Expenditures Per Pupil,Amount,Enrollment Category,Enrollment Category Number
2017,Actual,10,1337,1337,College,geninstrsupp,General,Instructional Staff Support Services,871,4310962,"2,500-7,499",5
2017,Actual,10,1337,1337,College,gengenadmin,General,General Administration,120,593647,"2,500-7,499",5
2017,Actual,10,1337,1337,College,genbldgadmin,General,School/Building Administration,637,3149824,"2,500-7,499",5
2017,Actual,10,1337,1337,College,gencentraladmin,General,Business & Central Administration,222,1099638,"2,500-7,499",5
2017,Actual,10,1337,1337,College,genopermtnc,General,Plant Operation and Maintenance,938,4638891,"2,500-7,499",5
2017,Actual,10,1337,1337,College,gentransp,General,Student Transportation,465,2298207,"2,500-7,499",5
2017,Actual,10,1337,1337,College,genaeaflow,General,AEA Support - Direct to AEA,433,2142467,"2,500-7,499",5
2017,Actual,10,1337,1337,College,genendfb,General,Ending Fund Balance,445,2203002,"2,500-7,499",5
2017,Actual,11,1350,1350,Collins-Maxwell,geninstr,General,Instruction,8057,3898860,300-599,2
2017,Actual,11,1350,1350,Collins-Maxwell,genstudsupp,General,Student Support Services,214,103420,300-599,2
2017,Actual,11,1350,1350,Collins-Maxwell,geninstrsupp,General,Instructional Staff Support Services,438,211800,300-599,2
2017,Actual,11,1350,1350,Collins-Maxwell,gengenadmin,General,General Administration,239,115861,300-599,2
2017,Actual,11,1350,1350,Collins-Maxwell,genbldgadmin,General,School/Building Administration,560,271106,300-599,2
2017,Actual,11,1350,1350,Collins-Maxwell,gencentraladmin,General,Business & Central Administration,261,126289,300-599,2
2017,Actual,11,1350,1350,Collins-Maxwell,genopermtnc,General,Plant Operation and Maintenance,718,347448,300-599,2
2017,Actual,11,1350,1350,Collins-Maxwell,gentransp,General,Student Transportation,292,141340,300-599,2
2017,Actual,11,1350,1350,Collins-Maxwell,genaeaflow,General,AEA Support - Direct to AEA,399,193081,300-599,2
2017,Actual,11,1350,1350,Collins-Maxwell,genendfb,General,Ending Fund Balance,1485,718441,300-599,2
2017,Actual,11,1359,1359,Colo-NESCO,geninstr,General,Instruction,8174,3985458,300-599,2
2017,Actual,11,1359,1359,Colo-NESCO,genstudsupp,General,Student Support Services,108,52487,300-599,2
2017,Actual,11,1359,1359,Colo-NESCO,geninstrsupp,General,Instructional Staff Support Services,150,73019,300-599,2
2017,Actual,11,1359,1359,Colo-NESCO,gengenadmin,General,General Administration,134,65413,300-599,2
2017,Actual,11,1359,1359,Colo-NESCO,genbldgadmin,General,School/Building Administration,651,317211,300-599,2
2017,Actual,11,1359,1359,Colo-NESCO,gencentraladmin,General,Business & Central Administration,391,190416,300-599,2
2017,Actual,11,1359,1359,Colo-NESCO,genopermtnc,General,Plant Operation and Maintenance,1046,509792,300-599,2
2017,Actual,11,1359,1359,Colo-NESCO,gentransp,General,Student Transportation,516,251621,300-599,2
2017,Actual,11,1359,1359,Colo-NESCO,genaeaflow,General,AEA Support - Direct to AEA,399,194619,300-599,2
2017,Actual,11,1359,1359,Colo-NESCO,genotherfin,General,Transfers Out/Special Items/Down Adj,18,8708,300-599,2
2017,Actual,11,1359,1359,Colo-NESCO,genendfb,General,Ending Fund Balance,3153,1537171,300-599,2
2017,Actual,09,1368,1368,Columbus,geninstr,General,Instruction,7625,6236692,600-999,3
2017,Actual,09,1368,1368,Columbus,genstudsupp,General,Student Support Services,282,230244,600-999,3
2017,Actual,09,1368,1368,Columbus,geninstrsupp,General,Instructional Staff Support Services,397,324692,600-999,3
2017,Actual,09,1368,1368,Columbus,gengenadmin,General,General Administration,208,170091,600-999,3
2017,Actual,09,1368,1368,Columbus,genbldgadmin,General,School/Building Administration,451,368766,600-999,3
2017,Actual,09,1368,1368,Columbus,gencentraladmin,General,Business & Central Administration,288,235741,600-999,3
2017,Actual,09,1368,1368,Columbus,genopermtnc,General,Plant Operation and Maintenance,948,775500,600-999,3
2017,Actual,09,1368,1368,Columbus,gentransp,General,Student Transportation,355,290725,600-999,3
2017,Actual,09,1368,1368,Columbus,gennoninstr,General,Noninstructional Programs,7,5398,600-999,3
2017,Actual,09,1368,1368,Columbus,genaeaflow,General,AEA Support - Direct to AEA,442,361804,600-999,3
2017,Actual,09,1368,1368,Columbus,genendfb,General,Ending Fund Balance,3590,2936081,600-999,3
2017,Actual,11,1413,1413,Coon Rapids-Bayard,geninstr,General,Instruction,8106,3247454,300-599,2
2017,Actual,11,1413,1413,Coon Rapids-Bayard,genstudsupp,General,Student Support Services,303,121203,300-599,2
2017,Actual,11,1413,1413,Coon Rapids-Bayard,geninstrsupp,General,Instructional Staff Support Services,278,111260,300-599,2
2017,Actual,11,1413,1413,Coon Rapids-Bayard,gengenadmin,General,General Administration,240,96145,300-599,2
2017,Actual,11,1413,1413,Coon Rapids-Bayard,genbldgadmin,General,School/Building Administration,451,180659,300-599,2
2017,Actual,11,1413,1413,Coon Rapids-Bayard,gencentraladmin,General,Business & Central Administration,257,103017,300-599,2
2017,Actual,11,1413,1413,Coon Rapids-Bayard,genopermtnc,General,Plant Operation and Maintenance,786,314746,300-599,2
2017,Actual,11,1413,1413,Coon Rapids-Bayard,gentransp,General,Student Transportation,507,203259,300-599,2
2017,Actual,11,1413,1413,Coon Rapids-Bayard,genaeaflow,General,AEA Support - Direct to AEA,411,164802,300-599,2
2017,Actual,11,1413,1413,Coon Rapids-Bayard,genendfb,General,Ending Fund Balance,4208,1685915,300-599,2
2017,Actual,13,1431,1431,Corning,geninstr,General,Instruction,9746,4108039,300-599,2
2017,Actual,13,1431,1431,Corning,genstudsupp,General,Student Support Services,359,151465,300-599,2
2017,Actual,13,1431,1431,Corning,geninstrsupp,General,Instructional Staff Support Services,605,255129,300-599,2
2017,Actual,13,1431,1431,Corning,gengenadmin,General,General Administration,540,227623,300-599,2
2017,Actual,13,1431,1431,Corning,genbldgadmin,General,School/Building Administration,977,411610,300-599,2
2017,Actual,13,1431,1431,Corning,gencentraladmin,General,Business & Central Administration,248,104368,300-599,2
2017,Actual,13,1431,1431,Corning,genopermtnc,General,Plant Operation and Maintenance,1104,465194,300-599,2
2017,Actual,13,1431,1431,Corning,gentransp,General,Student Transportation,961,405183,300-599,2
2017,Actual,13,1431,1431,Corning,genaeaflow,General,AEA Support - Direct to AEA,431,181527,300-599,2
2017,Actual,13,1431,1431,Corning,genendfb,General,Ending Fund Balance,701,295582,300-599,2
2017,Actual,13,1476,1476,Council Bluffs,geninstr,General,Instruction,8298,75724562,"7,500+",6
2017,Actual,13,1476,1476,Council Bluffs,genstudsupp,General,Student Support Services,492,4489212,"7,500+",6
2017,Actual,13,1476,1476,Council Bluffs,geninstrsupp,General,Instructional Staff Support Services,504,4601298,"7,500+",6
2017,Actual,13,1476,1476,Council Bluffs,gengenadmin,General,General Administration,259,2359664,"7,500+",6
2017,Actual,13,1476,1476,Council Bluffs,genbldgadmin,General,School/Building Administration,665,6073022,"7,500+",6
2017,Actual,13,1476,1476,Council Bluffs,gencentraladmin,General,Business & Central Administration,444,4049969,"7,500+",6
2017,Actual,13,1476,1476,Council Bluffs,genopermtnc,General,Plant Operation and Maintenance,848,7738527,"7,500+",6
2017,Actual,13,1476,1476,Council Bluffs,gentransp,General,Student Transportation,391,3566212,"7,500+",6
2017,Actual,13,1476,1476,Council Bluffs,genaeaflow,General,AEA Support - Direct to AEA,451,4114100,"7,500+",6
2017,Actual,13,1476,1476,Council Bluffs,genotherfin,General,Transfers Out/Special Items/Down Adj,27,246715,"7,500+",6
2017,Actual,13,1476,1476,Council Bluffs,genendfb,General,Ending Fund Balance,1181,10780150,"7,500+",6
2017,Actual,13,1503,1503,Creston,geninstr,General,Instruction,7929,11650884,"1,000-2,499",4
2017,Actual,13,1503,1503,Creston,genstudsupp,General,Student Support Services,329,484126,"1,000-2,499",4
2017,Actual,13,1503,1503,Creston,geninstrsupp,General,Instructional Staff Support Services,322,472774,"1,000-2,499",4
2017,Actual,13,1503,1503,Creston,gengenadmin,General,General Administration,329,483993,"1,000-2,499",4
2017,Actual,13,1503,1503,Creston,genbldgadmin,General,School/Building Administration,643,945351,"1,000-2,499",4
2017,Actual,13,1503,1503,Creston,gencentraladmin,General,Business & Central Administration,163,239261,"1,000-2,499",4
2017,Actual,13,1503,1503,Creston,genopermtnc,General,Plant Operation and Maintenance,835,1226230,"1,000-2,499",4
2017,Actual,13,1503,1503,Creston,gentransp,General,Student Transportation,376,552920,"1,000-2,499",4
2017,Actual,13,1503,1503,Creston,genaeaflow,General,AEA Support - Direct to AEA,424,623255,"1,000-2,499",4
2017,Actual,13,1503,1503,Creston,genotherfin,General,Transfers Out/Special Items/Down Adj,6,8594,"1,000-2,499",4
2017,Actual,11,1576,1576,Dallas Center-Grimes,geninstr,General,Instruction,7420,18423833,"1,000-2,499",4
2017,Actual,11,1576,1576,Dallas Center-Grimes,genstudsupp,General,Student Support Services,311,771241,"1,000-2,499",4
2017,Actual,11,1576,1576,Dallas Center-Grimes,geninstrsupp,General,Instructional Staff Support Services,885,2197720,"1,000-2,499",4
2017,Actual,11,1576,1576,Dallas Center-Grimes,gengenadmin,General,General Administration,254,629955,"1,000-2,499",4
2017,Actual,11,1576,1576,Dallas Center-Grimes,genbldgadmin,General,School/Building Administration,512,1271984,"1,000-2,499",4
2017,Actual,11,1576,1576,Dallas Center-Grimes,gencentraladmin,General,Business & Central Administration,159,394859,"1,000-2,499",4
2017,Actual,11,1576,1576,Dallas Center-Grimes,genopermtnc,General,Plant Operation and Maintenance,921,2288045,"1,000-2,499",4
2017,Actual,11,1576,1576,Dallas Center-Grimes,gentransp,General,Student Transportation,434,1076491,"1,000-2,499",4
2017,Actual,11,1576,1576,Dallas Center-Grimes,genaeaflow,General,AEA Support - Direct to AEA,416,1033233,"1,000-2,499",4
2017,Actual,11,1576,1576,Dallas Center-Grimes,genendfb,General,Ending Fund Balance,1822,4523729,"1,000-2,499",4
2017,Actual,15,1602,1602,Danville,geninstr,General,Instruction,8875,4539423,300-599,2
2017,Actual,15,1602,1602,Danville,genstudsupp,General,Student Support Services,210,107594,300-599,2
2017,Actual,15,1602,1602,Danville,geninstrsupp,General,Instructional Staff Support Services,254,130099,300-599,2
2017,Actual,15,1602,1602,Danville,gengenadmin,General,General Administration,522,266896,300-599,2
2017,Actual,15,1602,1602,Danville,genbldgadmin,General,School/Building Administration,651,333028,300-599,2
2017,Actual,15,1602,1602,Danville,gencentraladmin,General,Business & Central Administration,150,76677,300-599,2
2017,Actual,15,1602,1602,Danville,genopermtnc,General,Plant Operation and Maintenance,839,429254,300-599,2
2017,Actual,15,1602,1602,Danville,gentransp,General,Student Transportation,531,271386,300-599,2
2017,Actual,15,1602,1602,Danville,genaeaflow,General,AEA Support - Direct to AEA,408,208450,300-599,2
2017,Actual,15,1602,1602,Danville,genendfb,General,Ending Fund Balance,2948,1507950,300-599,2
2017,Actual,09,1611,1611,Davenport,geninstr,General,Instruction,7896,124761593,"7,500+",6
2017,Actual,09,1611,1611,Davenport,genstudsupp,General,Student Support Services,1001,15821917,"7,500+",6
2017,Actual,09,1611,1611,Davenport,geninstrsupp,General,Instructional Staff Support Services,374,5913964,"7,500+",6
2017,Actual,09,1611,1611,Davenport,gengenadmin,General,General Administration,343,5422477,"7,500+",6
2017,Actual,09,1611,1611,Davenport,genbldgadmin,General,School/Building Administration,677,10703034,"7,500+",6
2017,Actual,09,1611,1611,Davenport,gencentraladmin,General,Business & Central Administration,317,5003529,"7,500+",6
2017,Actual,09,1611,1611,Davenport,genopermtnc,General,Plant Operation and Maintenance,778,12292416,"7,500+",6
2017,Actual,09,1611,1611,Davenport,gentransp,General,Student Transportation,417,6587851,"7,500+",6
2017,Actual,09,1611,1611,Davenport,gennoninstr,General,Noninstructional Programs,33,525711,"7,500+",6
2017,Actual,09,1611,1611,Davenport,genaeaflow,General,AEA Support - Direct to AEA,446,7046999,"7,500+",6
2017,Actual,09,1611,1611,Davenport,genendfb,General,Ending Fund Balance,1165,18402920,"7,500+",6
2017,Actual,15,1619,1619,Davis County,geninstr,General,Instruction,7412,8716002,"1,000-2,499",4
2017,Actual,15,1619,1619,Davis County,genstudsupp,General,Student Support Services,226,265246,"1,000-2,499",4
2017,Actual,15,1619,1619,Davis County,geninstrsupp,General,Instructional Staff Support Services,666,782761,"1,000-2,499",4
2017,Actual,15,1619,1619,Davis County,gengenadmin,General,General Administration,310,364404,"1,000-2,499",4
2017,Actual,15,1619,1619,Davis County,genbldgadmin,General,School/Building Administration,632,742776,"1,000-2,499",4
2017,Actual,15,1619,1619,Davis County,gencentraladmin,General,Business & Central Administration,440,516885,"1,000-2,499",4
2017,Actual,15,1619,1619,Davis County,genopermtnc,General,Plant Operation and Maintenance,868,1020402,"1,000-2,499",4
2017,Actual,15,1619,1619,Davis County,gentransp,General,Student Transportation,741,870941,"1,000-2,499",4
2017,Actual,15,1619,1619,Davis County,genaeaflow,General,AEA Support - Direct to AEA,401,472078,"1,000-2,499",4
2017,Actual,15,1619,1619,Davis County,genotherfin,General,Transfers Out/Special Items/Down Adj,168,197898,"1,000-2,499",4
2017,Actual,15,1619,1619,Davis County,genendfb,General,Ending Fund Balance,2211,2599478,"1,000-2,499",4
2017,Actual,01,1638,1638,Decorah Community,geninstr,General,Instruction,8600,11929449,"1,000-2,499",4
2017,Actual,01,1638,1638,Decorah Community,genstudsupp,General,Student Support Services,540,749269,"1,000-2,499",4
2017,Actual,01,1638,1638,Decorah Community,geninstrsupp,General,Instructional Staff Support Services,763,1058149,"1,000-2,499",4
2017,Actual,01,1638,1638,Decorah Community,gengenadmin,General,General Administration,294,407591,"1,000-2,499",4
2017,Actual,01,1638,1638,Decorah Community,genbldgadmin,General,School/Building Administration,740,1026532,"1,000-2,499",4
2017,Actual,01,1638,1638,Decorah Community,gencentraladmin,General,Business & Central Administration,159,221183,"1,000-2,499",4
2017,Actual,01,1638,1638,Decorah Community,genopermtnc,General,Plant Operation and Maintenance,1157,1604994,"1,000-2,499",4
2017,Actual,01,1638,1638,Decorah Community,gentransp,General,Student Transportation,520,721204,"1,000-2,499",4
2017,Actual,01,1638,1638,Decorah Community,genaeaflow,General,AEA Support - Direct to AEA,428,593552,"1,000-2,499",4
2017,Actual,01,1638,1638,Decorah Community,genotherfin,General,Transfers Out/Special Items/Down Adj,263,364970,"1,000-2,499",4
2017,Actual,01,1638,1638,Decorah Community,genendfb,General,Ending Fund Balance,2098,2910305,"1,000-2,499",4
2017,Actual,09,1675,1675,Delwood,geninstr,General,Instruction,9498,1796998,<300,1
2017,Actual,09,1675,1675,Delwood,genstudsupp,General,Student Support Services,145,27351,<300,1
2017,Actual,09,1675,1675,Delwood,geninstrsupp,General,Instructional Staff Support Services,681,128788,<300,1
2017,Actual,09,1675,1675,Delwood,gengenadmin,General,General Administration,568,107384,<300,1
2017,Actual,09,1675,1675,Delwood,genbldgadmin,General,School/Building Administration,450,85071,<300,1
2017,Actual,09,1675,1675,Delwood,gencentraladmin,General,Business & Central Administration,391,73987,<300,1
2017,Actual,09,1675,1675,Delwood,genopermtnc,General,Plant Operation and Maintenance,701,132549,<300,1
2017,Actual,09,1675,1675,Delwood,gentransp,General,Student Transportation,714,135169,<300,1
2017,Actual,09,1675,1675,Delwood,gennoninstr,General,Noninstructional Programs,178,33698,<300,1
2017,Actual,09,1675,1675,Delwood,genaeaflow,General,AEA Support - Direct to AEA,460,87044,<300,1
2017,Actual,09,1675,1675,Delwood,genendfb,General,Ending Fund Balance,5783,1094110,<300,1
2017,Actual,12,1701,1701,Denison,geninstr,General,Instruction,7417,14866654,"1,000-2,499",4
2017,Actual,12,1701,1701,Denison,genstudsupp,General,Student Support Services,376,753866,"1,000-2,499",4
2017,Actual,12,1701,1701,Denison,geninstrsupp,General,Instructional Staff Support Services,764,1531201,"1,000-2,499",4
2017,Actual,12,1701,1701,Denison,gengenadmin,General,General Administration,179,358924,"1,000-2,499",4
2017,Actual,12,1701,1701,Denison,genbldgadmin,General,School/Building Administration,619,1239793,"1,000-2,499",4
2017,Actual,12,1701,1701,Denison,gencentraladmin,General,Business & Central Administration,192,384078,"1,000-2,499",4
2017,Actual,12,1701,1701,Denison,genopermtnc,General,Plant Operation and Maintenance,982,1967577,"1,000-2,499",4
2017,Actual,12,1701,1701,Denison,gentransp,General,Student Transportation,465,932053,"1,000-2,499",4
2017,Actual,12,1701,1701,Denison,gennoninstr,General,Noninstructional Programs,4,7464,"1,000-2,499",4
2017,Actual,12,1701,1701,Denison,genaeaflow,General,AEA Support - Direct to AEA,452,906752,"1,000-2,499",4
2017,Actual,12,1701,1701,Denison,genotherfin,General,Transfers Out/Special Items/Down Adj,7,14793,"1,000-2,499",4
2017,Actual,12,1701,1701,Denison,genendfb,General,Ending Fund Balance,1949,3907399,"1,000-2,499",4
2017,Actual,07,1719,1719,Denver,geninstr,General,Instruction,7038,5053569,600-999,3
2017,Actual,07,1719,1719,Denver,genstudsupp,General,Student Support Services,284,203913,600-999,3
2017,Actual,07,1719,1719,Denver,geninstrsupp,General,Instructional Staff Support Services,697,500660,600-999,3
2017,Actual,07,1719,1719,Denver,gengenadmin,General,General Administration,375,269415,600-999,3
2017,Actual,07,1719,1719,Denver,genbldgadmin,General,School/Building Administration,580,416289,600-999,3
2017,Actual,07,1719,1719,Denver,gencentraladmin,General,Business & Central Administration,185,132705,600-999,3
2017,Actual,07,1719,1719,Denver,genopermtnc,General,Plant Operation and Maintenance,781,561048,600-999,3
2017,Actual,07,1719,1719,Denver,gentransp,General,Student Transportation,246,176672,600-999,3
2017,Actual,07,1719,1719,Denver,genaeaflow,General,AEA Support - Direct to AEA,433,310585,600-999,3
2017,Actual,07,1719,1719,Denver,genendfb,General,Ending Fund Balance,2878,2066076,600-999,3
2017,Actual,11,1737,1737,Des Moines Independent,geninstr,General,Instruction,8230,268153634,"7,500+",6
2017,Actual,11,1737,1737,Des Moines Independent,genstudsupp,General,Student Support Services,772,25152430,"7,500+",6
2017,Actual,11,1737,1737,Des Moines Independent,geninstrsupp,General,Instructional Staff Support Services,923,30084768,"7,500+",6
2017,Actual,11,1737,1737,Des Moines Independent,gengenadmin,General,General Administration,224,7285535,"7,500+",6
2017,Actual,11,1737,1737,Des Moines Independent,genbldgadmin,General,School/Building Administration,721,23489925,"7,500+",6
2017,Actual,11,1737,1737,Des Moines Independent,gencentraladmin,General,Business & Central Administration,498,16214055,"7,500+",6
2017,Actual,11,1737,1737,Des Moines Independent,genopermtnc,General,Plant Operation and Maintenance,1056,34406050,"7,500+",6
2017,Actual,11,1737,1737,Des Moines Independent,gentransp,General,Student Transportation,343,11162110,"7,500+",6
2017,Actual,11,1737,1737,Des Moines Independent,gennoninstr,General,Noninstructional Programs,11,364782,"7,500+",6
2017,Actual,11,1737,1737,Des Moines Independent,genaeaflow,General,AEA Support - Direct to AEA,435,14162548,"7,500+",6
2017,Actual,11,1737,1737,Des Moines Independent,genotherfin,General,Transfers Out/Special Items/Down Adj,5,176812,"7,500+",6
2017,Actual,11,1737,1737,Des Moines Independent,genendfb,General,Ending Fund Balance,2537,82653777,"7,500+",6
2017,Actual,13,1782,1782,Diagonal,geninstr,General,Instruction,12698,1231720,<300,1
2017,Actual,13,1782,1782,Diagonal,genstudsupp,General,Student Support Services,196,19007,<300,1
2017,Actual,13,1782,1782,Diagonal,geninstrsupp,General,Instructional Staff Support Services,240,23249,<300,1
2017,Actual,13,1782,1782,Diagonal,gengenadmin,General,General Administration,1022,99113,<300,1
2017,Actual,13,1782,1782,Diagonal,genbldgadmin,General,School/Building Administration,1354,131363,<300,1
2017,Actual,13,1782,1782,Diagonal,gencentraladmin,General,Business & Central Administration,481,46621,<300,1
2017,Actual,13,1782,1782,Diagonal,genopermtnc,General,Plant Operation and Maintenance,1278,123985,<300,1
2017,Actual,13,1782,1782,Diagonal,gentransp,General,Student Transportation,736,71416,<300,1
2017,Actual,13,1782,1782,Diagonal,genaeaflow,General,AEA Support - Direct to AEA,432,41938,<300,1
2017,Actual,13,1782,1782,Diagonal,genendfb,General,Ending Fund Balance,3744,363137,<300,1
2017,Actual,07,1791,1791,Dike-New Hartford,geninstr,General,Instruction,7382,6641867,600-999,3
2017,Actual,07,1791,1791,Dike-New Hartford,genstudsupp,General,Student Support Services,187,168005,600-999,3
2017,Actual,07,1791,1791,Dike-New Hartford,geninstrsupp,General,Instructional Staff Support Services,515,463259,600-999,3
2017,Actual,07,1791,1791,Dike-New Hartford,gengenadmin,General,General Administration,296,266625,600-999,3
2017,Actual,07,1791,1791,Dike-New Hartford,genbldgadmin,General,School/Building Administration,611,549564,600-999,3
2017,Actual,07,1791,1791,Dike-New Hartford,gencentraladmin,General,Business & Central Administration,175,157882,600-999,3
2017,Actual,07,1791,1791,Dike-New Hartford,genopermtnc,General,Plant Operation and Maintenance,706,635311,600-999,3
2017,Actual,07,1791,1791,Dike-New Hartford,gentransp,General,Student Transportation,379,341107,600-999,3
2017,Actual,07,1791,1791,Dike-New Hartford,genaeaflow,General,AEA Support - Direct to AEA,451,405487,600-999,3
2017,Actual,07,1791,1791,Dike-New Hartford,genendfb,General,Ending Fund Balance,2229,2005838,600-999,3
2017,Actual,01,1863,1863,Dubuque,geninstr,General,Instruction,8079,85535074,"7,500+",6
2017,Actual,01,1863,1863,Dubuque,genstudsupp,General,Student Support Services,576,6096178,"7,500+",6
2017,Actual,01,1863,1863,Dubuque,geninstrsupp,General,Instructional Staff Support Services,492,5206268,"7,500+",6
2017,Actual,01,1863,1863,Dubuque,gengenadmin,General,General Administration,131,1390499,"7,500+",6
2017,Actual,01,1863,1863,Dubuque,genbldgadmin,General,School/Building Administration,612,6484836,"7,500+",6
2017,Actual,01,1863,1863,Dubuque,gencentraladmin,General,Business & Central Administration,305,3224129,"7,500+",6
2017,Actual,01,1863,1863,Dubuque,genopermtnc,General,Plant Operation and Maintenance,871,9224569,"7,500+",6
2017,Actual,01,1863,1863,Dubuque,gentransp,General,Student Transportation,366,3879542,"7,500+",6
2017,Actual,01,1863,1863,Dubuque,gennoninstr,General,Noninstructional Programs,3,28522,"7,500+",6
2017,Actual,01,1863,1863,Dubuque,genaeaflow,General,AEA Support - Direct to AEA,474,5014640,"7,500+",6
2017,Actual,01,1863,1863,Dubuque,genendfb,General,Ending Fund Balance,1533,16228439,"7,500+",6
2017,Actual,07,1908,1908,Dunkerton,geninstr,General,Instruction,7428,3307165,300-599,2
2017,Actual,07,1908,1908,Dunkerton,genstudsupp,General,Student Support Services,269,119839,300-599,2
2017,Actual,07,1908,1908,Dunkerton,geninstrsupp,General,Instructional Staff Support Services,705,313917,300-599,2
2017,Actual,07,1908,1908,Dunkerton,gengenadmin,General,General Administration,475,211687,300-599,2
2017,Actual,07,1908,1908,Dunkerton,genbldgadmin,General,School/Building Administration,785,349653,300-599,2
2017,Actual,07,1908,1908,Dunkerton,gencentraladmin,General,Business & Central Administration,193,85986,300-599,2
2017,Actual,07,1908,1908,Dunkerton,genopermtnc,General,Plant Operation and Maintenance,859,382440,300-599,2
2017,Actual,07,1908,1908,Dunkerton,gentransp,General,Student Transportation,334,148846,300-599,2
2017,Actual,07,1908,1908,Dunkerton,genaeaflow,General,AEA Support - Direct to AEA,452,201105,300-599,2
2017,Actual,07,1908,1908,Dunkerton,genendfb,General,Ending Fund Balance,2849,1268378,300-599,2
2017,Actual,09,1926,1926,Durant,geninstr,General,Instruction,8086,4621935,300-599,2
2017,Actual,09,1926,1926,Durant,genstudsupp,General,Student Support Services,292,166755,300-599,2
2017,Actual,09,1926,1926,Durant,geninstrsupp,General,Instructional Staff Support Services,750,428683,300-599,2
2017,Actual,09,1926,1926,Durant,gengenadmin,General,General Administration,525,300337,300-599,2
2017,Actual,09,1926,1926,Durant,genbldgadmin,General,School/Building Administration,635,363247,300-599,2
2017,Actual,09,1926,1926,Durant,gencentraladmin,General,Business & Central Administration,177,101390,300-599,2
2017,Actual,09,1926,1926,Durant,genopermtnc,General,Plant Operation and Maintenance,966,552398,300-599,2
2017,Actual,09,1926,1926,Durant,gentransp,General,Student Transportation,500,285755,300-599,2
2017,Actual,09,1926,1926,Durant,genaeaflow,General,AEA Support - Direct to AEA,404,231103,300-599,2
2017,Actual,09,1926,1926,Durant,genotherfin,General,Transfers Out/Special Items/Down Adj,5,3070,300-599,2
2017,Actual,09,1926,1926,Durant,genendfb,General,Ending Fund Balance,2333,1333813,300-599,2
2017,Actual,05,1944,1944,Eagle Grove,geninstr,General,Instruction,8426,7066208,600-999,3
2017,Actual,05,1944,1944,Eagle Grove,genstudsupp,General,Student Support Services,250,209433,600-999,3
2017,Actual,05,1944,1944,Eagle Grove,geninstrsupp,General,Instructional Staff Support Services,713,597604,600-999,3
2017,Actual,05,1944,1944,Eagle Grove,gengenadmin,General,General Administration,377,316262,600-999,3
2017,Actual,05,1944,1944,Eagle Grove,genbldgadmin,General,School/Building Administration,765,641677,600-999,3
2017,Actual,05,1944,1944,Eagle Grove,gencentraladmin,General,Business & Central Administration,189,158725,600-999,3
2017,Actual,05,1944,1944,Eagle Grove,genopermtnc,General,Plant Operation and Maintenance,612,513383,600-999,3
2017,Actual,05,1944,1944,Eagle Grove,gentransp,General,Student Transportation,416,348655,600-999,3
2017,Actual,05,1944,1944,Eagle Grove,genaeaflow,General,AEA Support - Direct to AEA,443,371868,600-999,3
2017,Actual,05,1944,1944,Eagle Grove,genotherfin,General,Transfers Out/Special Items/Down Adj,10,8800,600-999,3
2017,Actual,05,1944,1944,Eagle Grove,genendfb,General,Ending Fund Balance,2517,2110459,600-999,3
2017,Actual,11,1953,1953,Earlham,geninstr,General,Instruction,7608,4624619,600-999,3
2017,Actual,11,1953,1953,Earlham,genstudsupp,General,Student Support Services,305,185120,600-999,3
2017,Actual,11,1953,1953,Earlham,geninstrsupp,General,Instructional Staff Support Services,653,396858,600-999,3
2017,Actual,11,1953,1953,Earlham,gengenadmin,General,General Administration,294,178515,600-999,3
2017,Actual,11,1953,1953,Earlham,genbldgadmin,General,School/Building Administration,487,296194,600-999,3
2017,Actual,11,1953,1953,Earlham,gencentraladmin,General,Business & Central Administration,506,307726,600-999,3
2017,Actual,11,1953,1953,Earlham,genopermtnc,General,Plant Operation and Maintenance,717,435707,600-999,3
2017,Actual,11,1953,1953,Earlham,gentransp,General,Student Transportation,235,142637,600-999,3
2017,Actual,11,1953,1953,Earlham,genaeaflow,General,AEA Support - Direct to AEA,418,253866,600-999,3
2017,Actual,11,1953,1953,Earlham,genotherfin,General,Transfers Out/Special Items/Down Adj,6,3712,600-999,3
2017,Actual,11,1953,1953,Earlham,genendfb,General,Ending Fund Balance,2308,1403181,600-999,3
2017,Actual,07,1963,1963,East Buchanan,geninstr,General,Instruction,8125,4367969,300-599,2
2017,Actual,07,1963,1963,East Buchanan,genstudsupp,General,Student Support Services,363,195160,300-599,2
2017,Actual,07,1963,1963,East Buchanan,geninstrsupp,General,Instructional Staff Support Services,798,429154,300-599,2
2017,Actual,07,1963,1963,East Buchanan,gengenadmin,General,General Administration,446,239564,300-599,2
2017,Actual,07,1963,1963,East Buchanan,genbldgadmin,General,School/Building Administration,646,347341,300-599,2
2017,Actual,07,1963,1963,East Buchanan,gencentraladmin,General,Business & Central Administration,203,109221,300-599,2
2017,Actual,07,1963,1963,East Buchanan,genopermtnc,General,Plant Operation and Maintenance,850,457076,300-599,2
2017,Actual,07,1963,1963,East Buchanan,gentransp,General,Student Transportation,556,298643,300-599,2
2017,Actual,07,1963,1963,East Buchanan,genaeaflow,General,AEA Support - Direct to AEA,454,243981,300-599,2
2017,Actual,07,1963,1963,East Buchanan,genotherfin,General,Transfers Out/Special Items/Down Adj,11,5703,300-599,2
2017,Actual,07,1963,1963,East Buchanan,genendfb,General,Ending Fund Balance,3419,1837904,300-599,2
